VALUE,label_id,label
L2: 	Hal ini telah terjadi dari Tuhan suatu perbuatan ajaib di mata kita. 	Ini hari yang dicipta oleh Tuhan. Marilah kita bersorak karnanya. Ya Tuhan b'ri kiranya keselamatan b'ri kiranya kemujuran ya Tuhan.,4,Worship
"L2: diberkatilah yang datang dalam nama-Nya, kami memberkati kamu dalam nama-Nya, Dia menerangi kita, Tuhan Allah, ikatlah korban pada tanduk mezbah. Ku bersyukur kepadaMu ya Allahku aku akan meninggikan Engkau.",4,Worship
L3:	Bacaan kedua dari Filipi 2:5-11,2,Prayer
Demikianlah Sabda Tuhan,2,Prayer
U:	Syukur kepada Allah,2,Prayer
PembacaanInjil,1,Announcement
"PF:	Pembacaan Injil dari Markus 11:1-11,",1,Announcement
"Demikian Injil Yesus Kristus, yang berbahagia ialah-mereka yang mendengarkan Firman Tuhan dan yang memeliharanya. HOSIANA.",1,Announcement
U: 	(menyanyikan HOSIANA),4,Worship
7< | 1   7<   5<    7<  | 1 .    .    7<  | 1   7<  5<   7<   |1 .   . 7<  |1   3  4     5 | 4.  . 3  | 5   4    3    4|  3.. },4,Worship
Hosi a na  A min      Ho si  a na Amin    Hosi a  na  Amin  Ho si   a   na  A  min,4,Worship
"Khotbah ""Berani Menderita""",1,Announcement
"M:	Bersama dengan umat Tuhan, dulu kini dan sepanjang segala masa, marilah kita meneguhkan kembali pengakuan iman kita menurut pengakuan Iman Rasuli",1,Announcement
U:	(Bersama-sama mengucapkan Pengakuan Iman Rasuli),1,Announcement
"M:	Marilah kita menaikkan syukur kita dengan memberikan persembahan yang telah kita siapkan dari rumah masing-masing. Firman Tuhan yang menjadi dasar di dalam kita mempersembahkan terambil dari 2 Korintus 8:12 demikian,  ""Sebab jika kamu rela untuk memberi, maka pemberianmu akan diterima, kalau pemberianmu itu berdasarkan apa yang ada padamu, bukan berdasarkan apa yang tidak ada padamu""",1,Announcement
U:	(menyanyikan NKB 84:1-3),4,Worship
"NKB 84:1-3 ""KUB'RIKAN BAGIMU TUBUHKU DARAHKU""",4,Worship
1)	'Ku b'rikan bagimu tubuh-Ku darahku,4,Worship
"Engkau pun 'Ku tebus, selamat jiwamu.",4,Worship
Bagimu 'Ku b'ri hidupKu apakah balasmu?,4,Worship
Bagimu 'Ku b'ri hidupKu apakah balasmu?,4,Worship
2)	TahtaKu mulia; dan rumah yang gerlap,4,Worship
"Telah Kutinggalkan, demi dunia gelap",4,Worship
"'Ku tinggalkan semuanya, apakah balasmu?",4,Worship
"'Ku tinggalkan semuanya, apakah balasmu?",4,Worship
"3)	Ku sudah disesah, tersiksa dan pedih",4,Worship
Supaya hilanglah dosamu yang keji,4,Worship
Kupikul salib bagimu; apakah balasmu?,4,Worship
Kupikul salib bagimu; apakah balasmu?,4,Worship
U:	(Menyanyikan KJ 370:1-2),4,Worship
"KJ 370:1-2 ""'KU MAU BERJALAN DENGAN JURUS'LAMATKU""",4,Worship
1)	'Ku mau berjalan dengan Jurus'lamatku,4,Worship
Di lembah berbunga dan berair sejuk.,4,Worship
"Ya, kemana juga aku mau mengikut-Nya",4,Worship
Sampai aku tiba di neg'ri baka.,4,Worship
Refr.:,4,Worship
"Ikut, ikut, ikut Tuhan Yesus;",4,Worship
'ku tetap mendengar dan mengikutnya,4,Worship
"Ikut, ikut, ikut Tuhan Yesus;",4,Worship
"Ya, kemana juga 'ku mengikut-Nya",4,Worship
2)	'Ku mau berjalan dengan Jurus'lamatku,4,Worship
"Di lembah gelap, di badai yang menderu",4,Worship
"Aku takkan taku di bahaya apapun,",4,Worship
Bila ku dipimpin tangan Tuhanku. Refr.:,4,Worship
"PF:	Pulanglah dalam sukacita karena mengingat sabda Tuhan    Roma 8:17b,  ""Jika kita menderita bersama-sama dengan Dia, supaya kita juga dipermuliakan bersama-sama dengan Dia.""  Beranilah menderita dan  Jalanilah hidup dalam rasa syukur untuk melakukan panggilan-Nya. Tuhan mengiringi hidup saudara dengan berkat-Nya. Arahkanlah hatimu kepada Tuhan",1,Announcement
U: 	Kami mengarahkan hati kepada Tuhan,1,Announcement
PF: 	Jadilah saksi Kristus,1,Announcement
U:	Syukur kepada Allah,1,Announcement
PF:	Terpujilah Tuhan,1,Announcement
U:	Kini dan sepanjang segala masa.,1,Announcement
"PF:	Dan Allah, sumber segala kasih karunia, yang telah memanggil kamu dalam Kristus kepada kemuliaan-Nya yang kekal, akan melengkapi, meneguhkan, menguatkan dan mengokohkan kamu, sesudah kamu menderita seketika lamanya. Ialah yang empunya kuasa sampai selama-lamanya! Amin.",1,Announcement
Ho   si   a   na Ho  si   a  na Ho  si  a  na Ho  si      a    na Ho siana  Amin Amin Amin,4,Worship
Doa persiapan ibadah di konsistori,1,Announcement
Saat teduh pribadi,1,Announcement
Prosesi lilin,1,Announcement
"PL: 	Hari ini kita dipanggil Allah, bersekutu dalam perayaan iman Ibadah Kamis Putih. Di malam menjelang penyaliban-Nya, Yesus memilih berdiam di tengah para murid-Nya. Memberikan roti dan anggur sebagai lambang bahwa Ia membagikan tubuh dan darahnya. Membasuh kaki para murid-Nya supaya mendapat bagian dalam-Nya. Di bawah bayang-bayang maut, kemuliaan kasih Yesus dinyatakan penuh dengan merendahkan diri di antara umat kepunyaan-Nya. Di malam itu, bukanlah sebuah kengerian semata. Tetapi sebuah babak pembebasan umat manusia oleh karya kasih Allah. Maukah kita menerima undangan-Nya?",1,Announcement
"NKB 73:1,3 ""KASIH TUHANKU LEMBUT""",1,Announcement
Kasih Tuhanku lembut! Pada-Nya 'ku bertelut,4,Worship
dan 'ku dambakan penuh: Kasih besar!,4,Worship
"Yesus datang di dunia, tanggung dosa manusia;",4,Worship
bagiku pun nyatalah: Kasih besar!,4,Worship
Reff:,4,Worship
Kasih besar! Kasih besar!,4,Worship
Tidak terhingga dan ajaib benar: Kasih besar!,4,Worship
"Wahai insan, datanglah! Mari sambut kasih-Nya",4,Worship
ingat akan janji-Nya: Kasih besar!,4,Worship
"Yesus t'lah memanggilmu, simak suara-Nya merdu",4,Worship
"dan serahkan hatimu, Kasih besar!",4,Worship
Reff:,4,Worship
Kasih besar! Kasih besar!,4,Worship
Tidak terhingga dan ajaib benar: Kasih besar!,4,Worship
PF:	Marilah ibadah Kamis Putih ini kita rayakan dalam pengakuan:,1,Announcement
U:	Pertolongan kita ada di dalam nama Tuhan yang menciptakan langit dan bumi.,1,Announcement
"PF: 	Memelihara jemaat-Nya dengan kasih setia,",1,Announcement
U: 	Dan tidak pernah meninggalkan perbuatan tangan-Nya.,1,Announcement
"PF: 	di dalam nama Allah Bapa, Putra, dan Roh Kudus. Amin",1,Announcement
U:	(menyanyikan) Amin… Amin… Amin…,1,Announcement
PF:	Kasih karunia dan damai sejahtera dari Allah Bapa dan Tuhan Yesus Kristus beserta saudara sekalian.,1,Announcement
U:	dan beserta saudara juga.,1,Announcement
"PL: 	Paska berarti 'berjalan melewati'. Bagi umat Israel, Paska menjadi titik balik sejarah ketika Tuhan 'berjalan melewati' (menyelamatkan) mereka dari perbudakan di Mesir. Paska adalah bayangan tentang karya Allah yang menebus dan membebaskan umat-Nya. Tentang Allah yang mempertahankan kepunyaan-Nya. Dan kini bayangan Paska digenapi bersama perayaan dalam Kamis Putih.",1,Announcement
"Yesus Kristus menjadi domba Paska sejati yang menebus dan membebaskan manusia dari keterikatan dosa. Roti dan anggur yang dibagikan berakar dari Perjamuan Paska umat Israel, bukan sekadar pembebasan dari penjajahan bangsa Mesir, melainkan keselamatan bagi umat manusia. Kaki yang dibasuh menjadi tanda umat Allah telah ditebus dan disucikan untuk mendapat bagian dalam persekutuan dengan-Nya.",1,Announcement
Karena itu dengarkanlah Berita Penyelamatan Allah dalam peristiwa Paska yang Pertama:,1,Announcement
(membacakan atau menampilkan Keluaran 12: 1 - 14),1,Announcement
"-bisa disertai gambar atau drama ilustrasi, dan diiringi musik instrumen-",1,Announcement
Demikianlah Sabda Tuhan!,1,Announcement
U:	Syukur kepada Allah!,1,Announcement
"PL: 	Di malam peringatan menyongsong karya pembebasan dan keselamatan Allah, marilah kita merendahkan diri di hadapan Tuhan di dalam doa:",2,Prayer
"Tuhan, mengapa sulit bagi kami, untuk tetap mengarahkan pandangan kepada-Mu?",2,Prayer
Mengapa kami disibukan hal-hal kecil sehingga menyusahkan diri untuk berjumpa dengan-Mu?,2,Prayer
Mengapa pikiran kami melayang-layang dan menginginkan hal yang menyesatkan?,2,Prayer
Mengapa kami meragukan kasih dan rahmat-Mu?,2,Prayer
Bukankah Engkau cukup bagi kami dan menyediakan segala yang kami perlu?,2,Prayer
"Tuhan, terimalah kebingungan dan kelelahan kami.",2,Prayer
Pandanglahlah kami dalam segala kemalangan kami.,2,Prayer
Biarkanlah kami merasakan hadirat-Mu di tengah kegelapan dan ketidakberdayaan.,2,Prayer
Biarkanlah kami bertahan untuk tidak lari dalam keputusasaan.,2,Prayer
Biarkanlah kami berdiam diri untuk tidak menyembunyikan diri dari hadapan-Mu.,2,Prayer
"Akhirnya, bawalah kami keluar dari kegelapan hidup dan selamat dari jeratan maut. Amin",2,Prayer
"NKB 23:1,2 ""DI DALAM KASIH TEGUH""",1,Announcement
"Di dalam kasih yang teguh t'lah datang Yesus, Tuhanku,",4,Worship
"menghapus aib dan dosaku, Dia mengangkatku.",4,Worship
Reff:,4,Worship
Dari lembah 'ku direngkuh,4,Worship
"dengan tangan-Nya yang lembut,",4,Worship
"gelap lenyap terbitlah t'rang,",4,Worship
"o syukur, 'ku diangkat-Nya.",4,Worship
Suara-Nya t'lah kudengar memanggil aku yang cemar;,4,Worship
"meskipun dosaku besar, Dia mengangkatku",4,Worship
Reff:,4,Worship
"PF: 	Karya keselamatan Allah yang membebaskan kita, juga mempersatukan kita sebagai komunitas Tubuh Kristus. Seperti Tuhan Yesus yang telah membagikan diri-Nya kepada dunia, demikian pula kita dipanggil untuk hidup berbagi dengan sesama. Mengosongkan diri dan hidup berbagi adalah sikap menghormati Perjamuan Tuhan sebagai hidup yang menjadi bagian tubuh dan darah Kristus.",1,Announcement
(membacakan I Korintus 11: 23-26),1,Announcement
Demikianlah Berita Anugerah Tuhan!,1,Announcement
U:	Syukur kepada Allah!,1,Announcement
"NKB 17:1,2 ""AGUNGLAH KASIH ALLAHKU""",1,Announcement
"Agunglah kasih Allahku, tiada yang setaranya;",4,Worship
"Neraka dapat direngkuh, kartikapun tergapailah.",4,Worship
"Kar'na kasih-Nya agunglah, Sang Putra menjelma,",4,Worship
Dia mencari yang sesat dan diampuni-Nya.,4,Worship
Reff:,4,Worship
O kasih Allah agunglah! Tiada bandingnya!,4,Worship
Kekal teguh dan mulia! Dijunjung umat-Nya.,4,Worship
"'Pabila zaman berhenti dan tahta dunia pun lebur,",4,Worship
"meskipun orang yang keji telah menjauh dan takabur,",4,Worship
"namun kasih-Nya tetaplah, teguh dan mulia.",4,Worship
"Anug'rah bagi manusia, dijunjung umat-Nya.",4,Worship
Reff:,4,Worship
"PF:	Jikalau Aku membasuh kakimu, Aku adalah Tuhan dan gurumu, maka kamupun wajib saling membasuh kakimu; sebab Aku telah memberikan suatu teladan kepada kamu, supaya kamu juga berbuat sama seperti yang telah Kuperbuat kepadamu. (Yoh. 13: 14-15).",1,Announcement
"PF:	Pembacaan Injil Yesus Kristus diambil dari Yohanes 13 : 1-17, 31-35, yang demikian :",4,Worship
(dibacakan),4,Worship
Demikianlah Injil Yesus Kristus. Yang berbahagia ialah mereka yang mendengarkan Firman Tuhan dan yang memeliharanya. Hosiana!,4,Worship
J:	(menyanyikan Aklamasi) Hosiana… Hosiana… Hosiana…,4,Worship
"KJ 178:1,2 ""KAR'NA KASIHNYA PADAKU""",1,Announcement
Kar'na kasihNya padaku Yesus datang ke dunia;,4,Worship
Ia t'lah memb'ri hidup-Nya ganti ku yang bercela.,4,Worship
Reff:,4,Worship
"O, betapa mulia dan ajaib kuasa-Nya!",4,Worship
Kasih Jurus'lamat dunia menebus manusia.,4,Worship
Dengan sabar dan hikmat-Nya Yesus pimpin hidupku;,4,Worship
firman dan kebenaran-Nya itulah peganganku.,4,Worship
Reff:,4,Worship
"PF:	O Kristus Juru Selamat, Engkau mengalami kematian seperti biji gandum yang jatuh ke dalam tanah. Bersatu dengan Engkau, hidup kami akan menghasilkan buah banyak.",1,Announcement
"U:	Syukur kepada-Mu, ya Tuhan!",1,Announcement
"PF:	O Kristus, Engkau merendahkan diri hingga menjadi manusia yang paling hina. Engkau berada di dekat saudara-saudara kami yang terlantar dan ditinggalkan.",1,Announcement
"U:	Syukur kepada-Mu, ya Tuhan!",1,Announcement
"PF:	Karena kasih, Engkau menanggung dosa-dosa kami dan meskipun tidak bersalah Engkau mengalami kematian untuk mengangkat kami dari maut.",1,Announcement
"U:	Syukur kepada-Mu, ya Tuhan!",1,Announcement
"PF:	Berkat cinta-Mu, Engkau mengalahkan kejahatan dan kebencian dan hidup bersama Bapa untuk selama-lamanya.",1,Announcement
"U:	Syukur kepada-Mu, ya Tuhan!",1,Announcement
"PF:	Dalam belas kasih-Mu, Engkau mendengarkan kami dan mengunjungi kami dalam kemalangan. Penuhilah hati kami dengan menampakkan cahaya wajah-Mu.",1,Announcement
"U:	Syukur kepadaMu, ya Tuhan!",1,Announcement
"NKB 85:1,2 ""KAR'NA KASIHNYA""",1,Announcement
"Mengapa Yesus turun dari sorga,",4,Worship
masuk dunia g'lap penuh cela;,4,Worship
"berdoa dan bergumul dalam taman,",4,Worship
cawan pahit pun dit'rima-Nya?,4,Worship
"Mengapa Yesus menderita, didera,",4,Worship
dan mahkota duri pun dipakai-Nya?,4,Worship
Mengapa Yesus mati bagi saya?,4,Worship
"Kasih-Nya, ya kar'na kasih-Nya.",4,Worship
"Mengapa Yesus mau pegang tanganku,",4,Worship
bila 'ku di jalan tersesat?,4,Worship
"Mengapa Yesus b'ri 'ku kekuatan,",4,Worship
bila jiwaku mulai penat?,4,Worship
"Mengapa Yesus mau menanggung dosaku,",4,Worship
b'ri 'ku damai serta sukacita-Nya?,4,Worship
Mengapa Dia mau melindungiku?,4,Worship
"Kasih-Nya, ya kar'na kasih-Nya.",4,Worship
"PF: 	Kini terimalah berkat Tuhan: Damai sejahtera dan kasih dengan iman dari Allah, Bapa dan dari Tuhan Yesus Kristus menyertai saudara. Kasih karunia menyertai semua orang, yang mengasihi Tuhan kita Yesus Kristus dengan kasih yang tidak binasa (Efesus 6:23-24). Amin.",1,Announcement
J:	(menyanyikan) Hosiana (5x) Amin (3x),1,Announcement
"M1:	Tetesan darah yang jatuh tertinggal di setiap bekas langkah kaki-Nya tak lagi dihiraukan, dera cambukan dan pukulan, bertabur ludah hinaan dan tawa ejekan seakan menambah beban salib yang di panggul-Nya namun Ia tetap setia menyusuri jalan penderitaan, Via Dolorosa",1,Announcement
"Jalan kesengsaraan  menuju Golgota  dilihat banyak orang sebagai awal kekalahan-Nya, namun itu semua rela dijalani untuk kemenangan kita umat kekasih-Nya.",1,Announcement
"Mari dengan kerendahan hati, kita datang  dalam ibadah kepada Tuhan  menghayati kesetian-Nya, pengorbanan-Nya  memandang salib-Nya",1,Announcement
-,1,Announcement
"NKB 80:1-3 ""Di Bukit Golgota""",4,Worship
"Di bukit Golgota tersalib Tuhanku,",4,Worship
dan dosa dunia ditanggung oleh-Nya.,4,Worship
"Tercurah darah-Nya bagimu, bagiku,",4,Worship
Kasih-Nya yang besar terus terpancarlah.,4,Worship
"Pengawal yang kejam mencambuk tubuh-Nya,",4,Worship
"mencaci, mencela, menghujat, mencerca.",4,Worship
"Tetapi dosanya dilupakan seg'ra,",4,Worship
"ucapan terdengar: ""Bapa, ampunilah!""",4,Worship
"Ketika didera, sengsara-Nya pedih,",4,Worship
Tuhanku berseru kepada Bapa-Nya:,4,Worship
"""Eloi, Eloi, lama sabakhtani?""",4,Worship
Derita pun genap ditanggung oleh-Nya.,4,Worship
"PF:	Marilah dengan keyakinan teguh, kita mengkhususkan ibadah ini di dalam pengakuan:",2,Prayer
"S:	Pertolongan kami datang-Nya dari TUHAN, yang menjadikan langit dan bumi, dan hanya karena besar kasih-Nya akan dunia ini, Ia mengaruniakan Anak-Nya yang tunggal, untuk membawa kemenangan dunia",2,Prayer
"PF:	""Salam Kasih Karunia dan Damai Sejahtera dari Allah Bapa, dan Yesus, bagi saudara sekalian.""",2,Prayer
U:-  	Salam sejahtera bagi Saudara juga.,2,Prayer
"S:	(menyanyikan KJ 478a   Amin, Amin, Amin)",2,Prayer
"M1:	Peristiwa salib adalah peristiwa tragis seolah seorang Anak dibiarkan oleh Bapa-Nya mengalami sengsara dan dikalahkan dunia,",1,Announcement
"Peristiwa salib mengajak kita menghayati peristiwa masa kini untuk menemukan jawab atas pertanyaan ""Apakah benar Allah itu kalah dan membiarkan malapetaka menguasai dunia?"" atau Tuhan punya cara dalam menunjukkan kehendak-Nya?",1,Announcement
Marilah kita membawa hormat dan kekaguman atas pengorbananNya dengan bersama menyanyikan KJ 170:1-2,1,Announcement
"KJ 170:1-2 ""KEPALA YANG BERDARAH""",1,Announcement
"Kepala yang berdarah, tertunduk dan sedih,penuh dengan sengsara dan luka yang pedih,meski mahkota duri menghina harkat-Mu,Kau patut kukagumi: terima hormatku.",4,Worship
"O wajah yang mulia, yang patut di sembahdan layak menerima pujian dunia,",4,Worship
"sekarang diludahi, dihina, dicerca,",4,Worship
"disiksa, dilukai yang salah siapakah?",4,Worship
PENYESALAN DOSA,1,Announcement
"M2:	Dalam Taurat difirmankan, ""Sebab TUHAN, Dia sendiri akan berjalan di depanmu, Dia sendiri akan menyertai--engkau, Dia tidak akan membiarkan engkau dan tidak akan meninggalkan engkau, -janganlah takut dan janganlah patah hati."" (Ulangan 31:8)",2,Prayer
"U:	Tetapi rohani kami berontak, ""Allahku, Allahku, mengapa Engkau meninggalkan aku? Aku berseru, tetapi Engkau tetap jauh dan tidak menolong aku. Allahku, aku berseru-seru pada waktu siang, tetapi Engkau tidak menjawab, dan pada waktu malam, tetapi tidak juga aku tenang (Mazmur 22:1-2)",2,Prayer
"M2:	Dalam Mazmur dijanjikan , ""Berserulah kepada-Ku pada waktu kesesakan, Aku akan meluputkan engkau, dan engkau akan memuliakan Aku"" (Mazmur 50:15)",2,Prayer
"U: 	Namun hati kecil kami mungkin sering berkata, ""bagaimana Engkau meluputkan kami dan kemudian kami memuliakan-Mu, sedang Engkau sendiri tak berdaya menahan salib-Mu?""",2,Prayer
"S:	Ya Tuhan, ampunilah kesombongan, keangkuhan dan kedegilan hati kami, yang membuat kami tidak mampu melihat kehendak-Mu",2,Prayer
M2:	marilah bersama menaikkan nyanyian KJ 27:1-3,2,Prayer
"KJ 27:1-3 ""MESKI TAK LAYAK DIRIKU""",1,Announcement
"Meski tak layak diriku,",4,Worship
tetapi kar'na darah-Mu,4,Worship
"dan kar'na kau memanggilku,",4,Worship
"'ku datang, Yesus, pada-Mu.",4,Worship
Sebagaimana adanya,4,Worship
"jiwaku sungguh bercela,",4,Worship
darah-Mulah pembasuhnya;,4,Worship
"'ku datang, Tuhan, pada-Mu.",4,Worship
"Terombang-ambing, berkeluh,",4,Worship
"gentar di kancah kemelut,",4,Worship
"ya Anakdomba Allahku,",4,Worship
ku datang kini pada-Mu,4,Worship
"PF:	Bagi setiap orang yang dengan tulus hati menyesali dosanya di hadapan Tuhan, Ia menjanjikan anugerah pengharapan dan sekaligus panggilan  untuk hidup   dalam terang-Nya seperti yang tertulis dalam 1 Yohanes 1:7 ""Tetapi jika kita hidup di dalam terang  sama seperti Dia ada di dalam terang, maka kita beroleh persekutuan seorang dengan yang lain, dan darah Yesus, Anak-Nya itu, menyucikan kita dari pada segala dosa.""",1,Announcement
Demikian berita anugerah dari Tuhan.,1,Announcement
U:	Syukur kepada Allah,1,Announcement
Menjulang nyata atas bukit kala,4,Worship
"t'rang benderang salib-Mu, Tuhanku.",4,Worship
Dari sinarnya yang menyala-nyala,4,Worship
Memancar kasih agung dan restu,4,Worship
Seluruh umat insan menengadah,4,Worship
Ke arah cahya kasih yang mesra.,4,Worship
Bagai pelaut yang karam merindukan,4,Worship
Di ufuk timur pagi merekah.,4,Worship
"Salib-Mu, Kristus, tanda pengasihan",4,Worship
"mengangkat hati yang remuk redam,",4,Worship
membuat dosa yang tak terperikan,4,Worship
Di lubuk cinta Tuhan terbenam.,4,Worship
"Di dalam Tuhan kami balik lahir,",4,Worship
"Insan bernoda kini berseri,",4,Worship
Teruras darah suci yang mengalir,4,Worship
Di salib pada bukit Kalvari.,4,Worship
PF:	(Doa Epiklese),1,Announcement
Bacaan Pertama,1,Announcement
L1:	Bacaan pertama dari Yesaya 52:13-53:12;,1,Announcement
Demikianlah Sabda Tuhan,1,Announcement
U:	Syukur kepada Allah,1,Announcement
Mazmur Tanggapan,1,Announcement
L2:	Mari kita tanggapi Firman Tuhan dengan membaca Mazmur 22; secara litani (bisa juga didaraskan),1,Announcement
Bacaan Kedua,1,Announcement
L3:	Bacaan kedua dari Ibrani 10:16-25;,1,Announcement
Demikianlah Sabda Tuhan,1,Announcement
U:	Syukur kepada Allah,1,Announcement
Pembacaan Injil,1,Announcement
"PF:	Pembacaan Injil, dari Yohanes 18:1-19:42",1,Announcement
"Demikian Injil Yesus Kristus, yang berbahagia ialah mereka yang mendengarkan Firman Tuhan dan yang memeliharanya. HOSIANA.",1,Announcement
U: 	(menyanyikan HOSIANA),1,Announcement
"M3 : Bersama dengan umat Tuhan, marilah kita memperbarui iman percaya kita dengan mengucapkan Pengakuan Iman Rasuli bersama-sama.",1,Announcement
"PF:	(Menaikkan doa syafaat, bisa diakhiri dengan Doa Bapa Kami)",1,Announcement
"M4:	Saudara yang dikasihi dan diberkati Tuhan, marilah mengungkapkan rasa syukur kita kepada Tuhan atas kasih dan pengurbannan-Nya bagi  kita, dengan mengingat Mazmur 107:1-3 Bersyukurlah---kepada TUHAN,- sebab Ia baik!-Bahwasanya untuk selama-lamanya kasih setia-Nya.- Biarlah itu dikatakan orang-orang yang ditebus---TUHAN, yang ditebus-Nya dari kuasa yang menyesakkan,-yang dikumpulkan-Nya---dari negeri-negeri, dari timur dan dari barat, dari utara dan dari selatan",1,Announcement
"Marilah  sebelum kita membawa persembahan , kita awali dengan memujikan PKJ 146:1, (kantong diedarkan dengan diiringi instrumen), dan setelah selesai diedarkan jemaat  memujikan bait ke 2",1,Announcement
"NKB 183:1-3 ""DULU 'KU MENCARI""",1,Announcement
"Dulu 'ku mencari hanya kurnia,kini 'ku beroleh yang memb'rikannya.Dulu perasaan pandu bagiku,kini Firman Tuhan yang membimbingku.",4,Worship
"Refrein:Aku puji Yesus tak kenal lelah,kar'na Dia sungguh Tuhanku adalah.",4,Worship
"Dulu susah payah, giat berlelah,kini pasrah diri aku berserah.Dulu kematian membayangiku,kini kes'lamatan milikku penuh. Refr.:",4,Worship
"Dulu 'ku meraih tangan Tuhanku,kini bahkan Dia yang menggandengku.Dulu ombak laut menerpa keras,kini jangkar kokoh tiada 'ku lepas. Refr.:",4,Worship
PF:	Marilah kita mengingat bahwa Yesus setia menjalankan kehendak  Bapa di Sorga hingga rela menderita mati berkorban bagi setiap kita,1,Announcement
U:	kami akan mengahayati-Nya dalam hidup kami,1,Announcement
PF:	Marilah kita memohon agar kasih Kristus senantiasa hadir di tengah hidup yang penuh derita dan pergumulan ini.,1,Announcement
U:	dan kami akan terus berbagi kemuliaan salib itu!,1,Announcement
"KJ. 178 ""KAR'NA KASIHNYA PADAKU""",1,Announcement
Kar'na kasih-Nya padaku Yesus datang ke dunia;,4,Worship
Ia t'lah memb'ri hidup-Nya gantiku yang bercela.,4,Worship
"O, betapa mulia dan ajaib kuasa-Nya!",4,Worship
Kasih Jurus'lamat dunia menebus manusia.,4,Worship
"PF: 	Pulanglah dalam damai sejahtera-Nya dan terimalah berkat Tuhan: ""Kasih karunia Tuhan Yesus Kristus melalui penderitaan-Nya di kayu salib. Kasih Allah yang berkenan mengutus Putra-Nya ke dunia ini dan persekutuan Roh Kudus yang membuat saudara mampu hidup dan mati bersama Dia, menyertai saudara sekalian"" Amin.",1,Announcement
U:	(menyanyikan) HOSIANA 5x AMIN 3x,4,Worship
"M1:	Saudara yang dikasihi Tuhan, marilah kita mempersiapkan diri untuk memasuki kebaktian Sabtu Sunyi. Pada hari ini kita turut merasakan kegelisahan dan kesedihan para pengikut Yesus setelah Ia disalibkan. Dengan sikap hati yang teduh, kita menundukkan diri dihadapan-Nya. Kita memohon, agar Kristus tetap menerangi hati kita dengan cinta kasih-Nya, agar kehidupan kita tidak dikuasai oleh kegelapan. Kita nyanyikan PKJ 308 (diulang secukupnya).",1,Announcement
"1)	Yesus, terang-Mu pelita hatiku.",4,Worship
Jangan keg'lapan menguasaiku.,4,Worship
"Yesus, terang-Mu pelita hatiku.",4,Worship
Biar selalu kusambut cinta-Mu!,4,Worship
PF:	Aku melayangkan mataku ke gunung-gunung; dari manakah akan datang pertolonganku?,2,Prayer
"U:	Pertolonganku ialah dari TUHAN, yang menjadikan langit dan bumi",2,Prayer
"PF:	Ia takkan membiarkan kakimu goyah, Penjagamu tidak akan terlelap",2,Prayer
U:	Sesungguhnya tidak terlelap dan tidak tertidur Penjaga kami,2,Prayer
"PF:	TUHANlah Penjagamu, TUHANlah naunganmu di sebelah tangan kananmu. Kasih karunia dan damai sejahtera dari Allah Bapa kita, dan dari Tuhan Yesus Kristus menyertai Saudara sekalian.",2,Prayer
U:	(menyanyikan Amin… Amin… Amin),2,Prayer
N:	(membacakan Ayub 14:1-6 dengan penuh penghayatan),1,Announcement
"""Manusia yang lahir dari perempuan, singkat umurnya dan penuh kegelisahan.",1,Announcement
"Seperti bunga ia berkembang, lalu layu, seperti bayang-bayang ia hilang lenyap dan tidak dapat bertahan.",1,Announcement
"Masakan Engkau menujukan pandangan-Mu kepada orang seperti itu, dan menghadapkan kepada-Mu untuk diadili?",1,Announcement
Siapa dapat mendatangkan yang tahir dari yang najis? Seorangpun tidak!,1,Announcement
"Jikalau hari-harinya sudah pasti, dan jumlah bulannya sudah tentu pada-Mu, dan batas-batasnya sudah Kautetapkan, sehingga tidak dapat dilangkahinya,",1,Announcement
"hendaklah Kaualihkan pandangan-Mu dari padanya, agar ia beristirahat, sehingga ia seperti orang upahan dapat menikmati harinya.",1,Announcement
U:	(menyanyikan KJ 26:1-2),1,Announcement
"1)	Mampirlah, dengar doaku, Yesus Penebus.",4,Worship
"Orang lain Kau hampiri, jangan jalan t'rus.",4,Worship
Refrein:,4,Worship
"Yesus, Tuhan, dengar doaku;",4,Worship
"orang lain Kau hampiri, jangan jalan t'rus.",4,Worship
"2)	Di hadapan takhta rahmat aku menyembah,",4,Worship
"tunduk dalam penyesalan. Tuhan, tolonglah!",4,Worship
Refr.,4,Worship
N:	(membacakan Ayub 14:7-14 dengan penuh penghayatan),1,Announcement
"Karena bagi pohon masih ada harapan: apabila ditebang, ia bertunas kembali, dan tunasnya tidak berhenti tumbuh.",1,Announcement
"Apabila akarnya menjadi tua di dalam tanah, dan tunggulnya mati di dalam debu, 14:9 maka bersemilah ia, setelah diciumnya air, dan dikeluarkannyalah ranting seperti semai.",1,Announcement
"Tetapi bila manusia mati, maka tidak berdayalah ia, bila orang binasa, di manakah ia?",1,Announcement
"Seperti air menguap dari dalam tasik, dan sungai surut dan menjadi kering,",1,Announcement
"demikian juga manusia berbaring dan tidak bangkit lagi, sampai langit hilang lenyap, mereka tidak terjaga, dan tidak bangun dari tidurnya.",1,Announcement
"Ah, kiranya Engkau menyembunyikan aku di dalam dunia orang mati, melindungi aku, sampai murka-Mu surut; dan menetapkan waktu bagiku, kemudian mengingat aku pula!",1,Announcement
"Kalau manusia mati, dapatkah ia hidup lagi?",1,Announcement
"Maka aku akan menaruh harap selama hari-hari pergumulanku, sampai tiba giliranku....",1,Announcement
